"Season","Team","G","GS","Inn","PO","A","E","FE","TE","DP","DPS","DPT","DPF","Scp","SB","CS","PB","WP","FP","TZ"
"1923","Senators","1100","155","1374.2","3144","1967","176","","","458","","","","","","","10","",".967","18"
"1923","Cubs","1068","154","1366.2","3016","1893","180","","","362","","","","","","","7","",".965","18"
"1926","Red Sox","1117","154","1362.0","3157","2124","155","","","367","","","","","","","12","",".971","18"
"1932","Dodgers","1164","154","1379.2","3088","1932","153","","","433","","","","","","","7","",".970","18"
"1934","Athletics","1115","153","1337.0","2990","1767","168","","","438","","","","","","","12","",".966","18"
"1942","Indians","1185","156","1402.2","3069","1782","142","","","461","","","","","","","9","",".972","18"
"1944","Tigers","1087","156","1400.0","3212","1914","162","","","488","","","","","","","12","",".969","18"
"1950","Indians","1167","155","1378.2","3078","1595","107","","","431","","","","","","","6","",".978","18"
"1951","Giants","1196","157","1412.2","3135","1750","150","","","480","","","","","","","9","",".970","18"
"1954","Yankees","1334","155","1379.1","3161","1710","104","","","525","","","","","","","7","21",".979","18"
"1954","Braves","1180","154","1394.2","3192","1725","86","","","449","","","","","","","10","19",".983","18"
"1959","Red Sox","1812","1385","12267.0","4085","1699","131","","","446","","","","","37","34","13","35",".978","18"
"1974","Brewers","1835","1458","13119.0","4375","1821","127","","","453","","","","","104","56","16","46",".980","18"
"1974","Phillies","1956","1458","13026.0","4347","1797","148","","","459","","","","","122","52","12","63",".976","18"
"1976","Padres","1921","1458","12891.0","4296","1900","140","","","413","","","","","104","53","9","48",".978","18"
"1977","Red Sox","1752","1449","12852.0","4283","1764","132","","","439","","","","","69","54","4","15",".979","18"
"1978","Tigers","1754","1458","13100.0","4367","1856","118","","","472","","","","","85","59","10","48",".981","18"
"1978","Rangers","1836","1457","13107.0","4369","1972","153","","","364","","","","","84","75","12","35",".976","18"
"1989","Athletics","2005","1458","13035.0","4345","1641","129","","","416","","","","","89","48","13","71",".979","18"
"1992","Indians","2023","1458","13230.0","4410","1727","141","","","468","","","","","109","64","9","53",".978","18"
"1998","Diamondbacks","2037","1458","12891.0","4296","1720","100","","","345","","","","","93","63","9","52",".984","18"
"1889","White Stockings","831","136","1237.0","2983","1756","369","","","219","","","","","","","92","",".928","17"
"1893","Phillies","843","133","1189.0","2687","1708","248","","","278","","","","","","","28","",".947","17"
"1904","Pirates","978","156","1348.1","3245","2020","247","","","222","","","","","","","19","",".955","17"
"1907","Browns","980","155","1381.1","3314","2095","230","","","223","","","","","","","13","",".959","17"
"1918","Pirates","848","126","1140.1","2588","1654","142","","","243","","","","","","","7","",".968","17"
"1918","Cardinals","916","131","1193.0","2804","1915","180","","","274","","","","","","","10","",".963","17"
"1919","Pirates","922","139","1249.0","2727","1617","123","","","197","","","","","","","6","",".972","17"
"1925","Senators","1150","152","1358.1","2966","1749","138","","","411","","","","","","","7","",".972","17"
"1925","Cubs","1083","154","1370.0","3016","1965","156","","","414","","","","","","","9","",".970","17"
"1936","Bees","1106","157","1413.1","3123","1958","158","","","460","","","","","","","5","",".970","17"
"1950","Cardinals","1164","153","1356.0","3077","1768","103","","","460","","","","","","","11","",".979","17"
"1952","White Sox","1238","156","1416.2","3223","1659","106","","","417","","","","","","","6","",".979","17"
"1955","Cubs","1171","154","1378.1","3104","1674","125","","","407","","","","","","","21","25",".975","17"
"1956","Redlegs","1784","1395","12501.0","4164","1721","113","","","385","","","","","50","32","8","19",".981","17"
"1963","Cubs","1776","1458","13113.0","4360","1956","155","","","436","","","","","48","66","19","42",".976","17"
"1972","Pirates","1797","1395","12729.0","4244","1741","136","","","462","","","","","54","41","6","34",".978","17"
"1976","Twins","1844","1454","13131.0","4376","1823","172","","","488","","","","","157","81","11","61",".973","17"
"1981","Astros","1289","990","8910.0","2970","1206","87","","","220","","","","","86","52","8","36",".980","17"
"1982","Brewers","1788","1467","13206.0","4402","1832","125","","","490","","","","","121","62","12","44",".980","17"
"1997","Rangers","2035","1458","12867.0","4289","1666","121","","","417","","","","","60","56","6","55",".980","17"
"1884","Bisons","704","114","1001.0","2461","1312","368","","","130","","","","","","","105","",".911","16"
"1888","White Stockings","824","135","1186.1","2927","1654","331","","","256","","","","","","","105","",".933","16"
"1898","Spiders","965","156","1334.0","3123","1912","245","","","217","","","","","","","20","",".954","16"
"1905","Naps","962","155","1363.1","3297","1906","190","","","189","","","","","","","24","",".965","16"
"1921","Pirates","1040","154","1415.2","3036","1809","130","","","297","","","","","","","8","",".974","16"
"1934","Yankees","1076","154","1382.2","3050","1554","131","","","391","","","","","","","9","",".972","16"
"1937","Pirates","1094","154","1366.1","3121","1747","150","","","340","","","","","","","5","",".970","16"
"1941","White Sox","1031","156","1416.0","3163","1739","151","","","374","","","","","","","19","",".970","16"
"1943","Red Sox","1098","155","1426.1","3177","1846","117","","","466","","","","","","","11","",".977","16"
"1946","White Sox","1117","155","1392.1","3113","1835","157","","","448","","","","","","","16","",".969","16"
"1946","Cardinals","1185","156","1397.0","3146","1717","103","","","447","","","","","","","10","",".979","16"
"1949","Cardinals","1215","157","1407.2","3138","1789","129","","","389","","","","","","","8","",".974","16"
"1951","White Sox","1205","155","1418.1","3138","1714","125","","","464","","","","","","","8","",".975","16"
"1952","Dodgers","1210","155","1399.1","3221","1575","96","","","445","","","","","","","13","",".980","16"
"1954","Giants","1260","154","1390.0","3106","1698","133","","","431","","","","","","","17","19",".973","16"
"1956","White Sox","1802","1386","12501.0","4166","1629","122","","","436","","","","","28","24","9","34",".979","16"
"1980","Braves","1975","1449","12852.0","4282","1951","161","","","427","","","","","144","64","14","36",".975","16"
"1984","Cardinals","2067","1458","13041.0","4353","1999","118","","","490","","","","","125","65","14","50",".982","16"
"1990","Pirates","2040","1458","13023.0","4342","1778","134","","","328","","","","","135","68","9","42",".979","16"
"1992","Orioles","1903","1458","13176.0","4392","1708","93","","","464","","","","","131","44","15","45",".985","16"
"1878","Red Caps","363","60","544.0","1399","769","165","","","110","","","","","","","45","",".929","15"
"1879","Red Caps","511","84","753.0","1837","1044","249","","","136","","","","","","","84","",".920","15"
"1888","Wolverines","814","134","1199.0","2897","1624","383","","","190","","","","","","","41","",".922","15"
"1889","Athletics","849","138","1199.1","2821","1698","379","","","285","","","","","","","75","",".923","15"
"1890","Giants","838","132","1172.1","2825","1647","369","","","223","","","","","","","70","",".924","15"
"1911","Giants","1097","154","1368.0","3280","1846","215","","","207","","","","","","","14","",".960","15"
"1914","Reds","1164","157","1387.1","3311","2047","262","","","269","","","","","","","39","",".953","15"
"1915","Red Sox","1140","155","1397.0","3251","1889","193","","","215","","","","","","","22","",".964","15"
"1915","Senators","1078","155","1393.2","3296","1861","191","","","243","","","","","","","14","",".964","15"
"1917","Phillies","1045","154","1389.1","3317","2047","182","","","272","","","","","","","16","",".967","15"
"1925","Tigers","1188","156","1383.2","3049","1888","132","","","354","","","","","","","7","",".974","15"
"1929","Browns","1080","154","1371.0","3044","1819","138","","","398","","","","","","","7","",".972","15"
"1932","Tigers","1103","153","1362.2","3013","1734","135","","","398","","","","","","","5","",".972","15"
"1938","Yankees","1064","157","1382.0","3148","1851","138","","","468","","","","","","","11","",".973","15"
"1942","Red Sox","1052","152","1358.2","3008","1728","138","","","406","","","","","","","11","",".972","15"
"1947","Yankees","1115","155","1374.1","3042","1497","92","","","398","","","","","","","11","",".980","15"
"1954","Indians","1259","156","1419.1","3176","1610","112","","","393","","","","","","","6","15",".977","15"
"1954","Dodgers","1202","154","1393.2","3166","1624","104","","","363","","","","","","","4","30",".979","15"
"1961","Indians","1762","1449","12991.0","4319","1645","139","","","382","","","","","53","39","14","44",".977","15"
"1964","Senators","1938","1458","12918.0","4308","1718","127","","","389","","","","","54","38","19","44",".979","15"
"1971","Pirates","1819","1458","13149.0","4390","1833","133","","","442","","","","","42","44","17","37",".979","15"
"1985","Reds","2015","1458","13062.0","4356","1675","122","","","384","","","","","133","57","10","42",".980","15"
"1987","Phillies","2117","1458","13035.0","4342","1711","121","","","361","","","","","184","63","17","35",".980","15"
"1989","Braves","1989","1449","13029.0","4341","1722","151","","","342","","","","","108","78","14","48",".976","15"
"1998","Reds","2139","1458","12972.0","4324","1563","122","","","387","","","","","117","46","10","60",".980","15"
"2000","Diamondbacks","2042","1458","12993.0","4331","1541","107","","","370","","","","","102","56","4","30",".982","15"
"2001","Marlins","2034","1458","12942.0","4314","1668","103","","","469","","","","","75","51","10","40",".983","15"
"1873","Red Stockings","382","60","536.0","1378","764","372","","","97","","","","","","","0","",".852","14"
"1882","Bisons","512","84","737.0","1777","953","228","","","94","","","","","","","104","",".923","14"
"1886","Metropolitans","831","137","1186.1","2948","1677","433","","","193","","","","","","","153","",".914","14"
"1893","Giants","860","136","1211.1","2874","1781","355","","","212","","","","","","","77","",".929","14"
"1898","Orphans","965","152","1342.2","3141","1939","335","","","356","","","","","","","24","",".938","14"
"1899","Pirates","980","154","1364.0","3175","2034","293","","","225","","","","","","","31","",".947","14"
"1915","Tigers","1116","156","1413.1","3371","2120","226","","","250","","","","","","","26","",".960","14"
"1915","Terriers","1079","159","1426.0","3357","1958","179","","","265","","","","","","","23","",".967","14"
"1919","Red Sox","938","138","1224.1","2795","1787","113","","","294","","","","","","","20","",".976","14"
"1927","Senators","1159","157","1402.0","3157","1836","154","","","311","","","","","","","3","",".970","14"
"1929","White Sox","1076","152","1357.2","2974","1869","142","","","380","","","","","","","11","",".972","14"
"1932","Athletics","1051","154","1386.0","3057","1708","102","","","372","","","","","","","15","",".979","14"
"1948","Braves","1159","154","1389.1","3042","1648","125","","","324","","","","","","","8","",".974","14"
"1952","Red Sox","1172","154","1372.1","3096","1778","118","","","469","","","","","","","10","",".976","14"
"1964","Twins","1926","1467","13302.0","4420","1643","145","","","358","","","","","51","34","18","73",".977","14"
"1966","Pirates","1919","1458","13170.0","4392","1917","141","","","589","","","","","63","33","16","37",".978","14"
"1968","Athletics","1910","1467","13101.0","4364","1658","145","","","363","","","","","92","38","20","55",".976","14"
